,taz,TAZ_X,TAZ_Y
1732,200431,-121.9732703,37.35595431
4699,500285,-122.0482629,38.27894148
4328,400561,-122.0304118,38.00068858
4818,600094,-122.2585579,38.1582181
5418,800135,-122.4865753,37.84791859
5256,700385,-122.7666849,38.46208498
1336,200095,-121.8353192,37.24619924
3071,300567,-122.2562766,37.89441247
4389,400620,-122.110827,37.89265906
4963,700118,-122.706245,38.45032615
3517,300988,-122.1583353,37.7572027
5430,800145,-122.5792198,37.97731826
2896,300404,-122.0696688,37.56993624
1540,200266,-121.8962243,37.22600703
1997,200675,-122.0781886,37.33949483
4584,500174,-122.241268,38.14374941
4467,500055,-121.8363619,38.44928059
2786,300302,-121.861687,37.6658297
4557,500149,-122.2438106,38.125759
1900,200584,-121.9685157,37.28854487
2317,200991,-121.9445588,37.34097037
4814,600091,-122.2608692,38.16354526
5390,800110,-122.4960002,37.96351081
5134,700268,-122.4549729,38.28797642
1704,200403,-121.938062,37.27555933
2962,300458,-121.9766685,37.56822967
1315,200076,-121.6547428,37.12677129
5099,700238,-122.4888099,38.30282853
3690,400015,-121.9752285,37.9636828
2989,300482,-122.244356,37.74575092
2691,300212,-122.1748361,37.72328574
1462,200204,-121.9340798,37.28727079
2071,200752,-121.8721925,37.38948566
4602,500191,-122.2234032,38.12625065
4133,400394,-122.0010804,37.98650428
1635,200342,-121.8520149,37.38222294
1325,200087,-121.917777,37.2470434
1888,200574,-122.0664635,37.3453757
1658,200361,-121.9909519,37.28654344
1968,200643,-121.8125796,37.35589194
3413,300889,-122.0640836,37.67420009
1458,200201,-121.8792304,37.38555547
2591,300129,-122.2292073,37.76319539
4659,500246,-122.0295551,38.26915568
1851,200538,-121.9775455,37.26823912
4101,400365,-122.0121276,37.97379912
2153,200830,-122.0527226,37.32865018
4648,500233,-122.0579925,38.24722018
4206,400462,-122.3424551,37.93288596
1494,200231,-121.7798052,37.31027622
4350,400581,-121.9561109,38.02359826
4158,400417,-121.8639227,38.00010997
3906,400202,-121.7657367,37.96990204
4696,500282,-121.9962436,38.24128312
2329,200998,-121.8828694,37.27818145
3199,300684,-121.8750763,37.651302
2227,200898,-121.8696779,37.32095956
3207,300690,-121.7310202,37.68394538
2297,200974,-122.1054747,37.38692761
4811,600088,-122.3438515,38.31297547
1371,200124,-121.8075263,37.27077716
4055,400318,-122.0698863,37.96852794
1797,200489,-121.9096777,37.2436357
4095,400359,-121.8029807,37.98800645
1964,200639,-121.9550661,37.28389258
2404,201061,-122.1171513,37.42173957
3797,400103,-121.7253135,38.0001829
3723,400041,-122.257641,38.00382072
4484,500073,-122.2034905,38.09670997
4768,600053,-122.2988338,38.30399187
2411,201069,-122.0824309,37.3559251
5397,800118,-122.5332606,37.92214929
3689,400014,-122.028451,37.98397231
2276,200949,-121.9055527,37.3290484
1362,200116,-121.5820142,37.02954132
2902,300410,-121.9857391,37.56072445
4047,400311,-121.9558901,37.94746175
3131,300623,-122.2181262,37.81626174
2798,300314,-122.0782879,37.70594571
1991,200668,-121.5843426,37.00672267
4195,400453,-122.014253,37.93414268
4932,700088,-122.7312308,38.41951812
1558,200278,-121.813782,37.37501017
4997,700156,-122.8420235,38.40672245
4461,500049,-122.1571718,38.05984582
3286,300764,-122.0253931,37.57267624
1600,200312,-121.883873,37.3520336
1693,200392,-121.8977058,37.24005232
1123,100360,-122.2395101,37.48430018
2742,300257,-122.0467341,37.53897769
2392,201052,-121.8961853,37.26054912
826,100085,-122.2858864,37.51793108
3815,400120,-121.936509,37.94595624
2872,300383,-121.9267011,37.50184428
4330,400563,-122.0264988,37.99080812
1655,200358,-121.9785369,37.27352922
4263,400508,-121.8381824,37.98099317
3789,400095,-122.3071622,37.93538507
1788,200481,-121.9858268,37.29241162
1973,200649,-121.8688922,37.41420178
5141,700276,-122.7437645,38.50008966
3754,400066,-122.0924094,37.98735125
3812,400117,-121.9768093,37.76355256
5129,700263,-122.4906082,38.30866599
2279,200953,-121.8916432,37.27556634
4296,400534,-121.9802465,37.79784656
2068,200748,-121.8202359,37.31159426
2220,200894,-121.971148,37.3281571
4767,600052,-122.301325,38.31120042
2474,300026,-122.2066625,37.83534713
4662,500249,-122.2039612,38.08229834
4271,400515,-122.2634059,38.02863478
2038,200715,-121.5934029,37.01087509
4162,400421,-121.9923111,37.97487594
1474,200214,-121.880279,37.24451445
1644,200349,-121.935144,37.26693607
4065,400329,-121.8443002,38.00126648
2023,200702,-121.8608186,37.41798216
1119,100354,-122.2457913,37.47738112
1622,200330,-121.8752158,37.21719076
1322,200084,-121.9051861,37.303812
2372,201038,-121.8893969,37.2318877
4337,400570,-122.3733851,37.95640278
4622,500207,-122.1994102,38.10652552
2748,300263,-122.0688419,37.71681773
4244,400493,-122.1140917,38.00602484
5296,800036,-122.570512,38.10964365
3147,300639,-121.9201019,37.48542754
2094,200775,-122.0525766,37.34468568
919,100169,-122.4512993,37.62387254
959,100204,-122.4645322,37.68621522
1186,100428,-122.1970931,37.43504971
4080,400343,-122.0781477,37.94748165
2059,200740,-121.9957701,37.28048094
2822,300338,-122.005376,37.56045323
3184,300672,-122.0529452,37.59119119
1770,200467,-121.8086085,37.22906004
4068,400332,-121.8350365,37.99431963
4524,500115,-122.0098235,38.28245128
5308,800046,-122.5026453,37.86534557
3036,300533,-122.1084143,37.64258524
2711,300227,-122.1365266,37.7748203
3009,300504,-122.039095,37.56937612
4966,700123,-122.6294932,38.21681703
2351,201022,-122.1090645,37.39571032
2481,300033,-122.0867431,37.71684841
1738,200436,-122.0031901,37.29851777
4254,400502,-122.0204509,37.94883411
1288,200052,-121.8777455,37.29769459
4079,400342,-122.0406087,37.97453251
3112,300603,-121.926847,37.52792962
1507,200242,-121.9451897,37.3131632
4727,600019,-122.2751426,38.30674041
3389,300862,-121.918794,37.72309666
3986,400272,-121.7936161,38.00206029
5263,800005,-122.458125,37.87782885
5221,700351,-122.7431136,38.47513141
3410,300886,-122.0457652,37.62368768
4056,400319,-122.0695871,37.96379804
4815,600092,-122.2603722,38.16817116
3496,300966,-122.1397442,37.68785464
934,100184,-122.2999287,37.57108469
2037,200714,-121.5779716,37.00847306
3966,400252,-122.3293465,37.98651007
4327,400560,-122.0314243,38.00457504
2965,300461,-121.8827226,37.69124407
4510,500101,-121.9395026,38.35453027
5255,700384,-122.7594385,38.4589671
1093,100334,-122.4074909,37.5949875
4360,400591,-121.9685697,37.78815926
1245,200017,-122.0574951,37.3448408
2501,300051,-122.2975725,37.81372743
1399,200148,-121.918419,37.44619273
4326,400559,-121.9842191,37.80898499
4362,400593,-122.0009512,37.82526843
4096,400360,-121.794915,37.99219502
4652,500238,-122.0444659,38.25483793
2369,201035,-121.8710586,37.22487537
3003,300497,-122.0445393,37.59109383
1340,200100,-121.9402757,37.25462943
5485,800197,-122.5522974,37.99543505
4094,400358,-121.8281715,37.98680427
2484,300036,-121.7740389,37.68671856
4675,500263,-121.9942998,38.26757953
4855,700019,-122.7201734,38.4290164
1225,100465,-122.4308335,37.63523346
3013,300508,-121.9639949,37.56001015
5115,700250,-122.6806927,38.43372805
2347,201018,-122.0086504,37.34857565
1061,100303,-122.2924655,37.50544584
1974,200650,-121.8798437,37.43986455
1636,200344,-121.9267353,37.2577875
4691,500278,-122.2225252,38.07166571
1648,200352,-122.1050179,37.42273828
4223,400476,-122.0700799,37.91607033
821,100078,-122.4147779,37.655592
4127,400388,-121.8933346,38.02166526
4069,400333,-121.8422931,37.9952155
4078,400341,-122.043759,38.00088062
1464,200206,-121.901372,37.45322723
1970,200646,-121.8054109,37.32815117
5253,700382,-122.7549759,38.46485845
2436,201089,-122.0181653,37.40808751
2414,201072,-121.9364216,37.31273632
965,100213,-122.2622319,37.56110004
2204,200875,-122.1130362,37.37646138
4676,500264,-122.0584586,38.24288521
1261,200029,-121.8329378,37.32420176
4226,400479,-122.0260345,37.91972395
4364,400595,-122.3404006,37.96622037
4564,500156,-121.9360176,38.28271556
4207,400464,-121.9126244,38.02349662
2167,200841,-122.0271383,37.34116605
5105,700243,-122.6564271,38.43406041
4801,600081,-122.3090622,38.33974898
2423,201080,-121.8983803,37.41533665
368,327,-122.3758186,37.73863897
3103,300596,-121.9274163,37.53518573
2882,300391,-122.2553426,37.74224233
3849,400150,-122.0787409,37.86602176
2794,300310,-122.0603158,37.69808699
5364,800089,-122.5629102,38.0790983
4109,400371,-122.0862932,37.94729119
1331,200092,-121.8775478,37.28327339
2453,300010,-122.1859442,37.78115468
5135,700269,-122.5963281,38.23789273
2172,200846,-121.9912025,37.32715163
2803,300319,-122.0597017,37.62372654
71,67,-122.4423449,37.74164251
3381,300855,-122.2659274,37.79416408
803,100059,-122.2827705,37.52351188
929,100179,-122.259983,37.54232413
1806,200497,-121.8035862,37.3160055
4655,500241,-121.9455288,38.34922806
5335,800065,-122.5996385,38.12017629
5299,800039,-122.5476112,37.97932145
4450,500038,-121.9571824,38.33131037
4558,500150,-122.2325321,38.12687626
5479,800192,-122.5318312,38.0223181
4348,400580,-122.2966477,37.97304239
3719,400037,-122.2374798,37.99680772
2058,200739,-122.0224323,37.28625875
3882,400178,-122.3199013,38.00589294
5225,700355,-122.6147159,38.44758237
4917,700074,-122.6460838,38.26858572
4100,400364,-122.0093872,37.97842945
4528,500120,-122.2107652,38.11472287
294,271,-122.4573289,37.7599456
4070,400334,-121.9464466,37.94832124
1267,200034,-121.8399911,37.33305015
4638,500222,-122.0294037,38.27701237
2729,300245,-121.961927,37.52004982
2118,200798,-121.845113,37.29612888
3007,300502,-122.0916172,37.63672266
1746,200444,-121.8377259,37.38776314
3150,300642,-122.0396038,37.52571713
1848,200536,-121.9652709,37.2666006
816,100073,-122.4837315,37.69200082
1627,200334,-121.8564032,37.2705383
2206,200877,-121.9857099,37.25397861
2430,201085,-122.1759002,37.42998158
953,100199,-122.4790757,37.70563476
4523,500114,-121.955468,38.27824663
2996,300489,-121.7744265,37.6694086
1183,100425,-122.4655468,37.63441706
2777,300292,-122.1551933,37.76414183
3691,400016,-121.9659274,37.9687315
3948,400235,-122.0653535,37.92706331
2367,201033,-122.0220052,37.33539218
4682,500270,-121.6928309,38.15621371
887,100139,-122.2577325,37.50048247
4037,400305,-121.9435256,37.9413967
4032,400300,-121.8142592,37.99081702
3595,301060,-122.2600218,37.87164741
5431,800146,-122.5570524,37.97936629
4030,400298,-122.3063184,38.00730675
1564,200284,-121.8973222,37.28235273
4477,500065,-121.9724151,38.38279234
1348,200107,-122.1543668,37.41304143
3680,400005,-122.0493793,37.95899176
2835,300350,-122.081836,37.68193229
1530,200258,-121.8978327,37.36003982
3135,300627,-121.7547449,37.67710772
4215,400470,-121.9706523,37.952599
4908,700066,-122.8654648,38.61708906
1823,200515,-122.0247911,37.25799637
4460,500048,-121.9784356,38.34118371
1659,200362,-121.9552279,37.2905929
4518,500109,-122.1599525,38.07101878
4508,500098,-121.9730362,38.37579851
2780,300296,-121.9515238,37.51842189
1945,200625,-122.0374254,37.36441484
4644,500229,-122.0119373,38.27641843
1431,200172,-121.8982298,37.32752842
1063,100304,-122.3073688,37.51001298
327,294,-122.3931613,37.71418959
3647,301110,-121.8975001,37.71058993
2903,300411,-122.0687361,37.60077839
4442,500028,-121.9492857,38.34019142
873,100126,-122.3154342,37.53284298
1415,200157,-121.5834219,37.02299822
4862,700026,-122.6764301,38.45115622
3970,400256,-121.7111342,37.93950284
2128,200807,-121.8798712,37.37345997
4473,500061,-121.9799146,38.35656723
1027,100270,-122.474496,37.6439319
5396,800117,-122.5200789,37.93045349
3931,400222,-122.1257614,37.99685285
1897,200582,-121.7673592,37.22028202
5131,700265,-122.4844072,38.29584629
4929,700085,-122.7343303,38.42932591
4246,400495,-122.0137101,37.96719612
4321,400556,-122.0372397,37.89039867
2055,200736,-121.8712484,37.25986349
5341,800071,-122.5525224,38.08107925
4726,600018,-122.2714828,38.30052939
1654,200357,-121.9595417,37.27636185
4297,400535,-121.9825916,37.80347327
2876,300386,-122.0494556,37.54653988
1613,200321,-121.9743714,37.34500906
3222,300706,-122.198507,37.80544438
4432,500018,-121.9946665,38.36361705
4051,400315,-122.1702235,37.86754123
5234,700364,-122.7374072,38.41915018
1731,200430,-121.9717062,37.36454494
1542,200268,-121.8311162,37.1996162
4383,400614,-122.0493362,37.8949088
1255,200025,-122.0794108,37.39194796
4193,400451,-122.0040544,37.96445602
1744,200442,-121.9395142,37.24000539
4791,600073,-122.3227175,38.30737605
4476,500064,-121.9808721,38.38064769
4033,400301,-121.8196993,37.98404659
2933,300435,-121.8936647,37.67016529
2887,300396,-121.9250234,37.51091029
1996,200673,-122.0559382,37.35586257
5415,800133,-122.5432595,37.95189357
5339,800069,-122.576463,38.10050004
2086,200767,-121.9679437,37.23011972
4015,400287,-122.0821729,37.987711
4945,700100,-122.7161933,38.44106929
4298,400537,-121.7025849,37.92800099
5478,800191,-122.5414776,38.02806466
1569,200286,-121.9158673,37.27252156
1453,200196,-121.8992973,37.39559106
2102,200782,-121.8628239,37.26112543
1752,200450,-121.8145441,37.31908123
1170,100407,-122.2492512,37.53223466
1523,200254,-121.9145956,37.23395491
4245,400494,-122.1219397,38.00352537
2732,300248,-121.9735636,37.51547562
2918,300424,-121.8673679,37.65561182
4796,600077,-122.3353957,38.33230277
5445,800159,-122.4890192,37.97404652
3417,300893,-122.0649586,37.5768134
3543,301015,-122.1944094,37.83690816
4446,500034,-121.9902716,38.34426944
5471,800184,-122.5660502,38.09555871
753,100012,-122.4908855,37.65376599
4058,400321,-122.2709708,37.98496028
1965,200640,-122.0016322,37.3959459
3881,400177,-122.0776454,37.87440795
1608,200317,-122.0732177,37.35669737
4497,500086,-122.2353594,38.09638083
4703,600001,-122.289492,38.28674199
3045,300543,-122.0804834,37.63536028
3429,300905,-121.7209856,37.71624576
2174,200848,-121.8339757,37.30464606
2011,200688,-122.0005504,37.28789591
1463,200205,-122.1299366,37.40602415
3736,400053,-121.9450065,37.76485045
2012,200689,-122.0015667,37.27697536
1314,200075,-121.6601255,37.13490345
5139,700273,-122.4817264,38.31864533
1538,200264,-122.0271958,37.27624224
2002,200679,-121.810595,37.24016288
1377,200131,-121.9554724,37.41226093
922,100171,-122.1661951,37.46001136
2870,300381,-121.778423,37.69645077
3846,400146,-122.0561944,37.93928037
5408,800129,-122.4958394,37.91724343
2365,201032,-122.0569744,37.31840975
4863,700027,-122.6700347,38.44483199
4369,400600,-122.301543,37.97777212
3946,400234,-122.0550944,37.92451928
1753,200451,-121.9482038,37.26225144
3685,400010,-122.0995317,37.95821483
5455,800169,-122.5561547,38.00603249
1570,200287,-121.9266026,37.26639161
4601,500190,-122.2143902,38.12608242
3051,300549,-121.9511317,37.54387627
1219,100459,-122.4537813,37.63548655
857,100113,-122.2846874,37.51280273
4140,400399,-121.9409079,37.73251616
3791,400097,-122.2888999,37.9229951
1185,100427,-122.3915494,37.63781639
1574,200292,-122.1102487,37.42731732
2994,300487,-121.8765728,37.66193261
4105,400369,-122.0656869,37.93733102
3553,301024,-121.7742408,37.66273121
2654,300183,-122.0871293,37.68789983
1804,200495,-121.7988301,37.34029868
1460,200203,-121.9006742,37.28958554
5338,800068,-122.6089312,38.10993376
747,100006,-122.2434972,37.46296204
4378,400610,-122.07374,37.89140332
4062,400326,-122.3235393,37.96153347
1563,200283,-121.9083902,37.28267504
2348,201019,-122.0190867,37.32785523
5334,800064,-122.5926549,38.11851349
790,100045,-122.4209898,37.60262228
4385,400616,-121.992642,37.82804878
3375,300849,-122.1147599,37.64916374
1039,100281,-122.1922238,37.44426037
2387,201048,-121.9065761,37.25558242
2008,200685,-122.0250053,37.28222531
4398,400628,-122.1617273,37.88942705
2884,300393,-122.2441533,37.74006424
5441,800155,-122.5403938,37.9911934
4266,400511,-121.8239423,38.0091709
2004,200681,-121.8499981,37.2527217
4926,700082,-122.6715353,38.46511116
5146,700279,-122.4721597,38.28669529
1539,200265,-122.016374,37.27489769
3115,300606,-122.0430714,37.55106055
4210,400466,-121.9879852,37.95734668
2170,200844,-121.9869213,37.3062288
2098,200778,-122.001601,37.34158579
1729,200428,-122.0653063,37.39260992
5363,800088,-122.5367226,38.07576235
5406,800127,-122.5118393,37.89716669
2176,200850,-121.8151146,37.28135823
2893,300401,-121.7659568,37.67960991
2413,201071,-122.0650634,37.3277277
2675,300203,-122.0648333,37.6706555
4777,600061,-122.3170538,38.3245669
4404,400634,-122.3143524,37.94656048
2051,200732,-121.8257771,37.23219143
3206,300689,-121.7268195,37.69052725
2854,300366,-122.0141194,37.58820014
1715,200412,-121.8672747,37.25317763
5224,700354,-122.7454265,38.45630628
4066,400330,-121.851914,38.00358897
3848,400149,-122.0749856,37.8591619
5161,700293,-122.5810168,38.42762899
4299,400538,-121.5978612,37.90787707
1905,200589,-121.9560426,37.29802334
2063,200744,-122.0175096,37.28888742
4695,500281,-122.2423429,38.11953667
3347,300823,-121.7761609,37.65623408
1407,200153,-121.7943359,37.30034477
4201,400457,-122.0712185,37.9224487
2894,300402,-121.77921,37.67878441
2353,201024,-122.097534,37.37940763
4425,500010,-122.0300621,38.28627602
1335,200094,-121.8049432,37.26182136
4312,400550,-121.9538657,38.03306864
3464,300936,-122.1038618,37.64910677
1309,200070,-121.9432769,37.29052839
4485,500074,-122.2193852,38.08490255
3304,300781,-121.8652497,37.69024258
4098,400362,-122.0370804,37.98373348
4534,500124,-122.2202727,38.11948975
1825,200517,-121.9605421,37.25597681
5497,800204,-122.5062403,37.94652826
1745,200443,-121.9684487,37.24664882
4505,500094,-121.8278592,38.44769274
1478,200218,-121.9209268,37.31940296
2031,200708,-121.9359028,37.29993201
4819,600095,-122.2608278,38.17359706
3687,400012,-122.0644369,37.94462261
5337,800067,-122.5730629,38.11696325
715,633,-122.4794101,37.71118791
1567,200285,-121.9134109,37.26785547
4217,400472,-121.9834406,37.95158493
3802,400107,-121.724534,37.98782232
4356,400587,-122.0841776,37.89405259
1445,200188,-121.8761047,37.30989946
1856,200543,-121.8685819,37.36039135
3141,300633,-121.9643026,37.5739641
4843,700008,-122.802612,38.55222523
2235,200906,-121.9042746,37.35355316
5149,700282,-122.7069338,38.34669096
1821,200513,-122.1236845,37.39554864
4747,600035,-122.28461,38.30482299
1001,100247,-122.4749195,37.69607738
1953,200630,-121.7700312,37.22998567
3385,300859,-122.09873,37.70411263
2906,300413,-122.006225,37.5462021
2696,300216,-122.1614334,37.70372351
4336,400569,-122.2888452,37.96576125
2190,200861,-121.9176941,37.28018513
5303,800042,-122.5183822,37.94935885
1260,200028,-122.0848231,37.34371706
4674,500260,-122.0215972,38.26629199
4637,500220,-122.0124016,38.25731475
5336,800066,-122.5686096,38.10377942
5272,800013,-122.4663853,37.87107954
5071,700214,-122.4644546,38.29639771
5211,700340,-122.858369,38.62479288
921,100170,-122.1639848,37.46673274
4361,400592,-121.9968817,37.81647782
1512,200246,-121.8713867,37.40280505
3334,300808,-121.8775533,37.67069504
1214,100452,-122.4481108,37.6580147
3877,400173,-122.33557,37.95722783
1053,100293,-122.4604945,37.65667428
4953,700109,-122.626761,38.25350203
1215,100453,-122.4439987,37.65259115
4656,500243,-122.0538853,38.26332683
4024,400294,-122.2843632,37.90449113
1319,200080,-121.851515,37.26001543
5332,800062,-122.5696622,38.08932284
1573,200290,-122.1103922,37.41442284
3907,400203,-121.7171565,37.92902826
926,100176,-122.2621697,37.45471618
2784,300300,-122.1822048,37.74386496
3850,400151,-122.0850963,37.87605816
5333,800063,-122.5832187,38.11479076
2256,200930,-122.0157855,37.40111885
779,100035,-122.2788612,37.50241266
4252,400500,-122.0325551,37.95536165
4170,400428,-121.9303203,37.73741465
3923,400216,-121.9329935,38.01131491
2166,200840,-121.8167182,37.3247312
4429,500014,-121.9997745,38.37359746
1072,100312,-122.2072932,37.42709413
4942,700097,-122.701936,38.45957273
987,100235,-122.4478228,37.63934075
5287,800029,-122.5322256,37.88346094
3830,400134,-122.0625729,37.90873929
4778,600062,-122.3121331,38.31576667
3088,300580,-121.8922056,37.68138916
4804,600083,-122.2981237,38.32753518
3193,300679,-121.8843147,37.718903
4355,400586,-122.0739177,37.90966357
4585,500175,-122.1842648,38.07519457
3967,400253,-122.3215153,37.98393188
2293,200970,-121.9546578,37.24780776
1116,100352,-122.2555841,37.47589075
4563,500155,-121.990368,38.23718894
2947,300445,-122.2344856,37.84777734
1073,100313,-122.1888866,37.43744759
4237,400488,-121.9670383,38.03069367
4649,500234,-122.2140842,38.07552305
3686,400011,-121.7079688,37.99355799
2250,200922,-121.98839,37.26081693
3664,301123,-122.0425097,37.52055479
2294,200971,-121.9625981,37.23977696
4107,400370,-122.0799709,37.9300228
3826,400130,-121.9807678,37.77529903
711,631,-122.3830428,37.71378599
4792,600075,-122.3106932,38.30696361
1327,200089,-121.8614721,37.24621589
4873,700036,-122.6531156,38.46181017
4447,500035,-122.1671243,38.0614936
5076,700220,-122.7037195,38.42896761
1169,100405,-122.2373393,37.53547243
863,100116,-122.3659912,37.57646343
5202,700330,-122.8188038,38.55385207
3670,301129,-121.9306148,37.49792496
2447,300004,-122.250231,37.875508
4019,400290,-122.0721016,37.98812251
1581,200297,-122.0464253,37.33565138
4959,700114,-122.6651284,38.48129314
3933,400224,-122.0714182,37.97959471
781,100036,-122.276274,37.50722576
1218,100458,-122.4440347,37.63001535
4529,500121,-122.1724859,38.07319606
4456,500044,-121.9565817,38.36281989
2352,201023,-122.1072836,37.38158245
3828,400132,-122.0594669,37.89325375
4955,700111,-122.7218587,38.45466871
2751,300266,-122.0469829,37.68137294
2230,200901,-121.8733911,37.28743274
2331,201000,-121.8896899,37.2553589
4452,500040,-122.0568863,38.25243076
3693,400018,-122.0385085,37.94147912
4901,700059,-122.6952343,38.43858879
2323,200995,-122.0662059,37.31466236
4947,700102,-122.7244046,38.46657383
3873,400169,-122.3110639,37.98031542
1277,200043,-122.162207,37.44806279
1018,100261,-122.4838729,37.66043667
1982,200659,-121.6434748,37.10288789
4462,500050,-121.9809172,38.34773702
2324,200996,-121.9749726,37.23783127
4543,500133,-122.06132,38.27301776
966,100214,-122.2590273,37.56765827
1674,200374,-122.061908,37.38202255
2540,300086,-121.7918908,37.66439154
5102,700241,-122.6549581,38.44489573
5456,800170,-122.538725,37.99720636
817,100074,-122.3952649,37.59108303
2871,300382,-122.0764075,37.6261548
1199,100438,-122.2762008,37.48890898
3821,400125,-121.8766487,38.01032447
3359,300833,-121.9487915,37.55197916
4746,600034,-122.2921097,38.32051435
2018,200696,-121.8253002,37.29267257
3918,400214,-121.9555746,37.9623756
5132,700266,-122.4952633,38.31645279
765,100021,-122.42066,37.61161464
3221,300705,-122.0701731,37.64392717
2407,201064,-122.0096615,37.30546813
4969,700126,-122.7062495,38.46581584
1716,200413,-122.0841252,37.36905659
83,77,-122.501495,37.78447421
4421,500006,-122.0441893,38.28671788
5198,700323,-122.645895,38.25843907
2878,300388,-121.9996652,37.5829162
3935,400226,-122.096787,37.95250261
2288,200964,-121.8044233,37.3614831
4925,700081,-122.678739,38.46128776
4167,400426,-121.9382512,37.74760457
1742,200440,-122.036931,37.32848504
2219,200893,-121.9953473,37.29761275
5407,800128,-122.5132136,37.86844839
2257,200932,-121.9911004,37.40505821
3242,300724,-121.9842278,37.54949648
1579,200296,-122.0278178,37.32851775
2437,201090,-122.011931,37.38322261
1698,200397,-121.8544991,37.36861812
1803,200494,-121.8072581,37.33501739
3978,400264,-122.2564997,37.99810485
4060,400324,-122.332227,37.97988154
2638,300172,-122.1925222,37.82976878
3904,400200,-121.7772244,37.98981584
4498,500087,-122.2673656,38.11648889
991,100238,-122.3513271,37.52752606
2231,200902,-121.8501088,37.30129043
1236,200009,-122.1006446,37.40923459
3066,300562,-122.1944088,37.73111612
5121,700255,-122.660156,38.46900248
5495,800203,-122.4904141,37.94211029
1162,100395,-122.2271576,37.44883383
5136,700270,-122.5817246,38.23264443
3979,400265,-121.9698368,37.75594038
1364,200118,-121.5711045,36.9951998
2060,200741,-122.0091425,37.28744891
5305,800043,-122.5301726,37.95395997
4376,400608,-121.9604793,37.7880932
2424,201081,-121.8912366,37.42887429
4008,400283,-121.949077,37.93748936
4352,400583,-121.781357,38.00834373
1312,200072,-121.6477546,37.10779093
1229,200003,-121.9703576,37.31226081
4235,400487,-122.2545996,38.0231001
954,100200,-122.2862423,37.56168077
2022,200700,-121.8700161,37.37022963
1197,100436,-122.2714235,37.47772616
1412,200155,-121.7637292,37.30908664
1713,200411,-122.0717093,37.37422438
2637,300171,-122.2055605,37.82941905
4443,500029,-121.9992761,38.35229162
2107,200785,-121.8240585,37.27336474
1441,200184,-121.8526116,37.3885334
2681,300207,-122.0498121,37.69831407
5409,800130,-122.5073856,37.91451002
4472,500060,-121.9673636,38.35825189
1487,200225,-121.9468371,37.40444272
778,100034,-122.2631054,37.49461005
5259,800001,-122.5187431,37.96433838
1051,100291,-122.1974797,37.47459169
3884,400180,-122.0466857,37.91721597
2202,200873,-121.8373679,37.30167246
3585,301051,-122.2378194,37.83434656
4466,500054,-121.9725995,38.36637036
5283,800024,-122.5305206,37.88762932
787,100042,-122.4039137,37.62304503
5083,700227,-122.6636774,38.42185611
1555,200276,-121.836336,37.39616383
2935,300437,-122.3086598,37.88559699
2416,201073,-121.8848136,37.36597202
5395,800116,-122.51632,37.91914908
1048,100288,-122.2115936,37.48448741
4124,400385,-121.7886121,37.98897087
3940,400231,-122.0611024,37.84876175
3976,400262,-122.2501699,38.00761735
2417,201074,-121.8869425,37.37883603
789,100044,-122.3865765,37.60482775
2785,300301,-122.2158615,37.82630531
3708,400026,-122.2810222,37.99305519
3871,400167,-121.7190812,37.93886215
3774,400083,-121.7694514,37.97787058
748,100007,-122.2345972,37.4564915
992,100239,-122.3558822,37.56808215
4499,500088,-122.2783152,38.15133711
1477,200217,-122.1655557,37.42585598
2853,300365,-122.0108654,37.59378986
2431,201086,-122.1611314,37.43305892
5100,700239,-122.7113576,38.42197073
2924,300429,-121.7493946,37.70712988
1734,200432,-121.9346684,37.34812662
1518,200249,-121.9024976,37.42468728
1402,200151,-121.7888418,37.32067671
3910,400206,-121.7713344,37.96670775
774,100030,-122.196867,37.46651445
5073,700217,-122.6908398,38.3182244
1113,100349,-122.2722157,37.48322908
1002,100248,-122.1720926,37.4537285
2010,200687,-122.0263719,37.26691429
1936,200616,-121.8960937,37.23477677
4650,500235,-122.2020499,38.07543809
4833,600106,-122.2476315,38.16015015
1483,200222,-122.0960704,37.41900451
5443,800157,-122.571699,37.97194022
4810,600087,-122.3463718,38.30401785
1543,200269,-121.838392,37.20903274
5018,700175,-122.8314844,38.39248662
3875,400171,-121.7871033,37.97565979
1281,200046,-122.1042982,37.36636204
769,100025,-122.4251788,37.63038
717,634,-122.4917517,37.72282559
4294,400532,-122.036014,37.93628259
5280,800021,-122.5616539,37.91327268
3191,300677,-121.8753055,37.63849695
3658,301119,-122.079164,37.56526248
4494,500083,-122.2276007,38.07893645
5193,700319,-122.7526226,38.51099029
1368,200122,-121.7842257,37.30166957
4621,500206,-122.1923913,38.10114356
1385,200136,-121.8203367,37.33285248
2077,200758,-121.9084063,37.3209538
4039,400306,-122.0338515,37.8565286
3872,400168,-121.718421,37.95052543
3397,300872,-122.1513978,37.66781053
2905,300412,-122.0490375,37.55833848
4020,400291,-122.0762732,37.95727126
2042,200721,-121.8659296,37.20891792
4504,500093,-121.8370425,38.43877301
2252,200926,-121.9567863,37.23015736
5137,700271,-122.5870672,38.2474983
5331,800061,-122.5998643,38.1076488
2606,300144,-122.1302735,37.72208655
4995,700152,-122.6529707,38.24995926
4870,700034,-122.8307469,38.55416575
1058,100299,-122.4095447,37.6048327
4663,500250,-122.2024796,38.06714056
5281,800022,-122.556069,37.91631159
2438,201091,-122.0014546,37.38274744
3458,300931,-122.1787489,37.70217471
1279,200044,-122.1793345,37.43133578
